,id_1,source_1,id_2,source_2
1292,3637,Zirconium dioxide,37892,conium
1293,3638,Molybdenum trioxide,35152,molybdenum
1294,3640,Antimony trioxide,36924,antimony
1295,3643,Tungsten trioxide (volframio),43366,tungsten
1296,3645,"Oxide, hydroxides and peroxides of other metals, etc",38136,peroxides
1297,3649,Halothane (bromochlorodifluoromethane),1202,halothane
1298,3659,Galactose,15216,galactose
1299,3660,Arabinose,37190,nose
1300,3675,Natural borates and concen.thereof(calcined or not),19726,borates
1301,3683,Bismuth chloride,45575,bismuth
1302,3685,Caesium chloride,1383,caesium
1303,3687,Strontium chloride,42142,strontium
1304,3700,Bromides of sodium or of potassium,1006,bromides
1305,3702,Iodides of sodium,23976,iodides
1306,3728,Lindane,14924,lindane
1307,4151,Aldrin,14911,aldrin
1308,4152,Chlordane,14809,chlordane
1309,3746,Mannitol oleate,31638,mannitol
1310,3761,Bioresmethrin,14775,bioresmethrin
1311,3765,Coumarin,5888,coumarins
1312,3767,Coumaphos,14826,coumaphos
1313,3783,Ivermectin,17956,ivermectin
1314,3784,Abamectin,17955,abamectin
1315,3782,Carbofuran,7704,carbofuran
1316,3812,Maleic acid,31052,maleic acid
1317,3817,Dibutyl orthophthalates,21397,phthalates
1318,3826,Ilmenite (titanium ores),16355,titanium
1319,3831,Niobiumtantalum or vanadium ores and concentrates,17339,mta
1320,3836,Granulated slag from the manufacture of iron and steel,41990,steel
1321,3838,Hard zinc spelter(containing mainly zinc),43081,spelt
1322,3850,Cromium sulphates,42231,sulphates
1323,3858,Other nitrites,37109,nitrites
1324,3864,Methylamine,20802,methylamines
1325,3870,"Bitumen and asphalt, natural, asphaltites, asphaltic rocks",9981,bitumen
1326,3872,Electrical energy,8886,energy
1327,3873,Chlorine,37502,organochlorine compounds
1328,3874,Iodine sublimed,23987,iodine
1329,3881,Hydrogen,4322,hydrogen sulphide
1330,3882,Argon (rare gases),4375,argon
1331,3883,Liquid helium (rare gases),9911,helium
1332,3884,Other gases rare,15534,gases
1333,3885,Nitrogen,150,plant available nitrogen
1334,3886,Oxygen,174,oxygen isotopes
1335,3887,Boron and tellurium,42503,tellurium
1336,3893,Arsenic,16797,organic arsenic compounds
1337,3894,Selenium,40849,selenium
1338,3895,Sodium (alkali metals),9485,alkali metals
1339,3896,Calcium,1458,calcium cyanamide
1340,3905,"Hydrides, azides, borides and oth.nitrides and silicides",8206,azides
1341,3913,"Mercuric chloride ii, for photographic use, for retail sales",9091,sales
1342,3940,Eugenol,803,eugenol
1343,3964,"Medicament contain.lh-rh (gonadorelin), exc.in doses",4310,gonadorelin
1344,3971,Medicament c/oth.polypeptides hormon.etc.exc.in doses,42715,tides
1345,3978,Other salts of inorganic acids or peroxoacids,23416,inorganic acids
1346,3983,Gold sulphide dispersed in gelatin,15709,gelatin
1347,3984,"Oth.gold compounds  exclusively auranofin, etc.",16757,gold
1348,3990,"Natural uranium and its compounds, alloys, dispers, etc",12451,alloys
1349,5119,Pentachlorophenol and its salts,21215,pentachlorophenol
1350,5117,Trichlorophenols and their salts,8422,chlorophenols
1351,4012,"4,6-dinitro-o-cresol (dnoc (iso)) e seus sais",6973,dnoc
1352,5139,Dichlorvos (ddvp),14842,ddvp
1353,5141,Chlorfenvinphos,14812,chlorfenvinphos
1354,4028,Fenitrothion,14880,fenitrothion
1355,4020,Methylparathion,14983,parathion
1356,4033,Alkyl phosphite (c3 to c13) or alkylaryl,40428,kylar
1357,4038,Oils of petroleum or of betuminous minerals,34664,minerals
1358,4039,Petroleum oil or bituminous oils (exc.crude oil),38192,petrol
1359,4055,Hydrogen cyanide,21801,hydrogen cyanide
1360,4057,Carbon dioxide,2043,carbon dioxide
1361,4058,Silicon dioxide obtained by chemical precipitation,39250,precipitation
1362,4064,Sulphur dioxide,42242,sulphur dioxide
1363,4074,Isoprene not saturated,22088,isoprene
1364,4076,Cyclohexane,14906,hexachlorocyclohexane
1365,4077,Limonene,11579,limonene
1366,4079,Benzene,14899,benzene hexachloride
1367,4080,Toluene,11372,butylated hydroxytoluene
1368,4081,Xylenes,44301,xylene
1369,4085,Styrene,11649,polystyrene
1370,4091,A-methylstyrene,11715,styrene
1371,4096,Chloroform (trichloromethane),12619,chloroform
1372,4097,Carbon tetrachloride,2052,carbon tetrachloride
1373,4099,"1, 2-dichloropropene(propylene chloride)and dichlorobut.",21141,dichloropropene
1374,4103,Benzaldehyde,21791,benzaldehyde
1375,4110,Ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde),11492,ethylvanillin
1376,4118,Paraformaldehyde,13985,formaldehyde
1377,4119,Trichloroacetaldehyde,42776,acetaldehyde
1378,4128,Trifluralin,15065,trifluralin
1379,4147,Pendimethalin,14984,pendimethalin
1380,4297,Heptachlor,14909,heptachlor
1381,4300,Chlorobenzene,14905,hexachlorobenzene
1382,4173,Stilboestrol acetate,3346,stilboestrol
1383,4185,Propionic acid,39392,propionic acid
1384,4190,"Pebbles, gravel, broken, crushed stone used forconcrete, etc",8249,gravel
1385,4191,"Macadam of slag, dross, other slags, etc",16205,slags
1386,4195,"Dolomite, not calcined or sintered, ""raw""",12323,dolomite
1387,4197,Dolomite ramming mix,16417,ammi
1388,4201,Gypsum in irregular pieces (stone),19164,gypsum
1389,4206,"Limestone flux, calcar.stone formanufac.of lime or cement",3185,cement
1390,4218,Sodium hexafluoroaluminate (synthetic cryolite),43459,cryolite
1391,4223,Ammonium chloride,19693,ammonium chloride
1392,4225,Other calcium chloride,4174,calcium chloride
1393,4227,Other magnesium chloride,7346,magnesium chloride
1394,4248,Felspar,19797,felspar
1395,4252,Perlite unexpanded,7468,perlite
1396,4272,Other hypobromites chlorite,38094,mites
1397,4273,Sodium chlorates,17263,chlorates
1398,4277,Sodium bromates,18556,bromates
1399,4297,Heptachlor,47066,heptachlor epoxide
1400,4298,Mirex (dodecachlorine),37345,odeca
1401,4309,Cloronaftalenos,19475,nafta
1402,4325,"3-(2, 2-dibromovinyl)-2, 2-dimethylcyclopropanecarb. acid",14954,dibrom
1403,4327,Allethrins,14744,allethrin
1404,4332,Benzoic acid,41049,benzoic acid herbicides
1405,4333,"Benzoic acid, its salts",44759,benzoic acid
1406,4370,Methanol (methyl alcohol),1747,methanol
1407,4375,Sec-butyl alcohol,10705,butyl alcohol
1408,4377,Pentanol (amyl alcohol) and their isomers,11341,amyl alcohol
1409,4390,Tartaric acid,42446,tartaric acid
1410,4410,"Ash and residues containing antimony, beryllium, etc",44808,beryllium
1411,4414,"Other slag and ash, including seaweed ash (kelp)",1440,kelp
1412,4422,"Lignite,  in powder or not, but n/agglomerated",16141,lignite
1413,4424,"Peat, (including peat litter)whether or not agglomerated",37991,peat
1414,4438,Sodium triphosphate (sodium polyphosphates),11648,polyphosphates
1415,4447,Strontium,44833,strontium isotopes
1416,4448,Barium,47975,barium isotopes
1417,4449,Other alkali or alkaline-earth metals,9757,alkaline earth metals
1418,4453,"Cerium alloys cont.<=5%, by weight of iron (mischmetal)",1466,cerium
1419,4454,"Other rare-earth metals,  scandium and yttrium",24880,scandium
1420,4455,Mercury,128,organomercury fungicides
1421,4461,Nitric acid,37106,nitric acid
1422,4472,Other mercury organic compounds,46981,mercury compounds
1423,4504,Dieldrin,4659,dieldrin
1424,4506,"Oth.epoxides, epoxyalcohols, etc.with 3-membered ring",21340,epoxides
1425,4515,Citral,7265,citral
1426,4527,"Other polyamines acyclics, its derivatives and its salts",16174,polyamines
1427,4542,Diphosphorus pentasulphide,38056,pentas
1428,4567,Others fluorinated derivatives of acyclic hydrocarbons,19747,fluorinated hydrocarbons
1429,4578,Bromomethane,7349,bromomethane
1430,4581,Iodoform,1390,iodoform
1431,4591,Camphor,1649,camphor
1432,4596,Carvone,8420,carvone
1433,4603,Benzoin,16945,benzoin
1434,4620,Fencamfamine and its salts,11021,famine
1435,4632,Liquefied petroleum gas (lpg),38194,petroleum
1436,4638,"Paraffin wax containing by weight < 0,75 % of oil",37822,paraffin
1437,4645,"Uranium depleted in u 235, thorium, its compounds, etc",43510,uranium
1438,4649,"Oth.radioactive elements and isotopes and compounds, etc",1403,isotopes
1439,4651,Heavy water (deuterium oxide),17918,deuterium
1440,4664,Peroxocarbonates (percarbonates),38068,perca
1441,4665,Sodium cyanides and cyanide oxides,6293,cyanides
1442,4683,D-glucitol (sorbitol) (polialcohol),41663,glucitol
1443,4685,Other unsaturated polyalcohols,39104,polyalcohols
1444,4690,Chloral hydrate,45948,chloral hydrate
1445,4694,Sterols and inositols,3341,sterols
1446,4697,Borneol and isoborneol,512,borneo
1447,4704,Dicofol,14845,dicofol
1448,4707,Cresols and their salts,508,cresols
1449,4725,"2, 4, 5-trichlorophenoxyacetic acid",44454,trichlorophenoxyacetic acid
1450,5127,Acifluorfen sodium,14740,acifluorfen
1451,5128,Naproxen,1219,oxen
1452,5130,Diclofop-methyl,14844,diclofop
1453,4746,Palmitic acid,37735,palmitic acid
1454,4756,Chloride 2-etilexanoila,22421,ilex
1455,4758,Myristic acid,36806,myristic acid
1456,4762,Lauric acid,27483,lauric acid
1457,4770,"Asbestos in fibers, not worked",11346,asbestos
1458,12780,Other,833,mothership
1459,4791,"Wooden frames, forpaintings, photographs, mirrors, etc",48537,photographs
1460,4792,"Cases, boxes, crates, drums, etc.of wood",5943,drums
1461,4793,"Pallets, box pallets, etc.of wood",11611,pallets
1462,4794,"Casks, barrels, vats, tubs, etc.of oak wood",9972,barrels
1463,4797,"Boot or shoe lasts and trees, of wood, forshoes",8974,hoes
1464,4799,"Windows, frenchwindows, frames, etc.of wood",44156,windows
1465,4840,Disodium sulphites,4696,sulphites
1466,4873,"2, 4, 6-trinitrotoluene (tnt)",21056,tnt
1467,4875,Nitrobenzene,15018,pentachloronitrobenzene
1468,4889,"Isobutene-isoprene (butyl) rubber, in foils, etc.",11507,foils
1469,4897,"Sodium triphosphates, nutritious degree (fao-oms)",11024,fao
1470,4924,Geraniol,10776,geraniol
1471,4963,Benzol (products of the distillation of coal tar),6939,distillation
1472,4978,Naphthas for petro-chemistry,3701,chemistry
1473,4980,"Conveyor belts, of natural leather/composition",17034,composition
1474,4983,"Articles of gut, bladder or tendons",42517,tendons
1475,5000,"Sticks and profiles, of other plastics",42714,ticks
1476,5004,Other new tires for bus or trucks,43138,trucks
1477,5005,New tires for airplanes,44616,airplanes
1478,5012,"Other new tires, forcontruction vehicles ring>61cm, spine",41836,spine
1479,5018,"Sleepers wood, for railroads, etc.not impregnated",18736,railroads
1480,5019,"Other wood sleepers,  for railroads or similar",40208,roads
1481,5025,"Virola wood, balsa/sawn/cut in sheets etc.thinck.>6mm",20750,virola
1482,5048,Aviation gasoline,38191,gasoline
1483,5050,Kerosenes of aviation,37821,kerosene
1484,5738,Diesel oil,19520,diesel oil
1485,5060,Mineral turpentine,43391,turpentine
1486,5744,Liquids for hydraulic transmissions,1572,liquids
1487,5745,Oils for electric isolation,22200,isolation
1488,5072,Sodium thiocyanates,42659,thiocyanates
1489,5083,Anhydrous disodium tetraborate (refined borax),485,borax
1490,5103,Other naphthols and its salts,20898,naphthols
1491,5112,Other polyphenols,4163,polyphenols
1492,5130,Diclofop-methyl,43166,diclofop-methyl
1493,5144,"Tris (2, 3-dibromopropyl) phospahte",17398,pah
1494,5159,Manganomanganic oxide (manganese saline oxide),37419,oman
1495,5191,"Contraceptives, of vulcanised rubber, no hardened",5686,contraceptives
1496,5197,"Parts of automobiles, etc.vulcan.rubber alveol.n/harden.",45287,bile
1497,5225,"Reservoirs, tanks, vats, etc.of plastics, cap>300l",8925,tanks
1498,5226,"Doors, windows, their frame, thresholds, etc.of plastics",7010,doors
1499,5231,"Articles of office or school supplies, of plastics",36713,office
1500,5235,Washers of plastics,7269,washers
1501,5238,"Plastic bags for medical use (colostomy, hemodialysis)",5542,colostomy
1502,5240,Plastic bags for use in hemodialysis,6708,dialysis
1503,5261,"Shingles and shakes of wood, for roofs",40243,roofs
1504,5262,Beams and posts made of wood,39053,posts
1505,5263,Panels for mosaic floors,12762,floors
1506,5268,"Statuettes and other objects, of wood, for ornaments",16942,objects
1507,5275,Stoppers of natural corks,42805,toppers
1508,5287,"Mixtures of natural rubber with synthetic rubber, etc",15630,synthetic rubber
1509,5301,"Leathers and skins, chamois, incl.combined chamois",7446,chamois
1510,5348,"Mixtures rubber, unvulcanised, in solution, dispersions",6930,dispersions
1511,5353,"Camel-back' for retreading, of rubber, unvulcanised",42442,back
1512,5374,"Albums for samples or for collections, of paper/paperb.",5515,collections
1513,5376,"Labels paper or paperboard, printed",16929,labels
1514,5419,"Flexible tubes, of plastic, forsupport pressure>=27.6 mpa",39284,pressure
1515,5477,"Sulphite wrapping paper, n/covered, in rolls/sheets",3783,wrapping
1516,5520,"Felt paper and paperb.and woolly paper and paperb., etc",2067,paper felt
1517,5601,"Rods/profiles of rubber vulcanised, alveolar n/hardened",47321,profiles
1518,5608,"Saddlery and harness, of natural leather/reconstit.",8252,harness
1519,5610,"Trunks, suit-cases, folder, natural leather varn./rebuilt",3586,trunks
1520,5629,"Paper forproduction of carbonising paper, w<19g/m2",7357,nisin
1521,5638,"Handkerchiefs and hand towels, of paper",45919,chiefs
1522,5645,Absorbent pads of a kind used in packing foodstuffs,13562,foodstuffs
1523,5649,"Sacks of paper/paperb., having a base of a width>=40cm",4419,sacks
1524,5653,"Registers, account books, note books, etc",19822,gis
1525,5654,Exercise books,38345,exercise
1526,5674,"Carboxymethylcellulose content>=75%, in primary forms",2065,carboxymethylcellulose
1527,5688,"Alginic acid,  its salts and esters, primary forms",4626,alginic acid
1528,5722,Wood wool and wood flour,44212,wood flour
1529,5744,Liquids for hydraulic transmissions,42899,transmissions
1530,5748,Potassium permanganates,8308,permanganates
1531,5753,Sodium molybdate,41451,sodium molybdate
1532,5754,Other molybdates,17229,molybdates
1533,5762,Titanate of lanthanum or of neodymium,46251,lanthanum
1534,5800,"Kraft paper, creped/crinkled",1479,kraft paper
1535,5817,"Retreaded tires, of bus and truks",17603,truk
1536,5828,"Carboys, bottles, flasks, similar articles, of plastics",585,bottles
1537,5829,"Spools, cops, bobbins and similar supports, of plastics",19616,ports
1538,5833,"Other articles of hygiene/of dressing table, of plastic",21945,hygiene
1539,5841,"Leat./skins, bovin.veg.pre-tann.forsoles, grain split n/fi",41634,soles
1540,5867,"Ot.plates, etc.cellulose acetate, without support, n/reinf",3136,cellulose acetate
1541,5872,"Plates, etc.of polyamides, without support, n/reinf.etc",45930,polyamides
1542,5902,"Other wood boards, coverd by melamine paper",39698,paper wood
1543,5909,Other wood panels,44215,wood panels
